"gender","ethnicity","birth","stark","star1","star2","star3","readk","read1","read2","read3","mathk","math1","math2","math3","lunchk","lunch1","lunch2","lunch3","schoolk","school1","school2","school3","degreek","degree1","degree2","degree3","ladderk","ladder1","ladder2","ladder3","experiencek","experience1","experience2","experience3","tethnicityk","tethnicity1","tethnicity2","tethnicity3","systemk","system1","system2","system3","schoolidk","schoolid1","schoolid2","schoolid3"
"male","cauc",1980 Q1,"small","small","small","small",448,509,538,570,536,557,565,574,"non-free",,"non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1",,"level1",6,7,0,12,"cauc","cauc","cauc","cauc","34","34","34","34","68","68","68","68"
"male","cauc",1979 Q4,"regular","regular","regular","small",467,548,584,624,536,567,587,612,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level1","level1",11,20,11,4,"cauc","cauc","cauc","cauc","21","21","21","21","49","49","49","49"
"female","afam",1980 Q2,"regular","regular","regular",,428,480,555,,473,507,559,,"free","free","free",,"inner-city","inner-city","inner-city",,"master","master","master",,"level1","notladder","level1",,15,3,30,,"afam","cauc","afam",,"11","11","11",,"26","26","26",
"male","afam",1980 Q3,"regular",,,,465,,,,513,,,,"free",,,,"inner-city",,,,"bachelor",,,,,,,,10,,,,"afam",,,,"11",,,,"18",,,
"male","afam",1978 Q4,,"regular",,,,468,,,,497,,,,"free",,,,"inner-city",,,,"bachelor",,,,,,,,15,,,,"afam",,,,"11",,,,"19",,
"male","cauc",1980 Q1,,,"regular+aide","regular+aide",,,584,631,,,577,678,,,"free","non-free",,,"rural","rural",,,"bachelor","master",,,"level1","level1",,,13,4,,,"cauc","cauc",,,"32","32",,,"66","66"
"female","cauc",1980 Q3,,"small","small","small",,516,577,644,,518,545,631,,"non-free","non-free","non-free",,"rural","rural","rural",,"master","master","bachelor",,"apprentice","level1","level1",,2,15,14,,"cauc","cauc","cauc",,"12","12","12",,"34","34","34"
"female","cauc",1980 Q1,"regular+aide",,,,492,,,,513,,,,"non-free",,,,"rural",,,,"master",,,,"level1",,,,3,,,,"cauc",,,,"41",,,,"78",,,
"male","afam",1980 Q3,,"regular+aide",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,35,,,,"afam",,,,"11",,,,"30",,
"male","cauc",1980 Q3,"regular",,,,400,,,,399,,,,"non-free",,,,"urban",,,,"bachelor",,,,"level1",,,,5,,,,"cauc",,,,"6",,,,"9",,,
"male","cauc",1980 Q2,"regular",,,,398,,,,434,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,9,,,,"afam",,,,"11",,,,"18",,,
"female","cauc",1980 Q1,"regular","regular+aide","regular+aide","regular+aide",470,590,650,636,520,532,596,631,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","bachelor","master","level1","level1","level1","level2",11,11,7,17,"cauc","afam","cauc","cauc","21","21","21","21","49","49","49","49"
"male","cauc",1979 Q4,"regular","regular","regular","regular",424,497,564,602,506,523,587,626,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","level1","probation","apprentice",5,12,2,1,"cauc","cauc","cauc","cauc","19","19","19","19","47","47","47","47"
"female","cauc",1980 Q1,"regular+aide","regular+aide","regular+aide","regular+aide",580,651,684,661,626,676,721,774,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","master","level1","level1","notladder","level1",13,16,4,14,"cauc","cauc","afam","cauc","8","8","8","8","11","11","11","11"
"female","afam",1980 Q1,,"regular",,,,459,,,,481,,,,"free",,,,"suburban",,,,"bachelor",,,,"probation",,,,1,,,,"afam",,,,"22",,,,"51",,
"female","cauc",1980 Q1,"small","small","small","small",421,604,599,647,468,601,620,651,"free","free","free","free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","level1","level1","level1",13,6,20,10,"cauc","cauc","cauc","cauc","6","6","6","6","8","8","8","8"
"female","cauc",1980 Q2,"small","small",,,,544,,,,553,,,"non-free","non-free",,,"urban","urban",,,"bachelor","master",,,"probation","level1",,,1,15,,,"cauc","cauc",,,"13","13",,,"37","37",,
"female","cauc",1978 Q4,,"regular","regular","regular",,629,650,639,,592,659,645,,"non-free","free","free",,"rural","rural","rural",,"master","master","bachelor",,"level1","level1","level1",,2,12,5,,"cauc","cauc","cauc",,"1","1","1",,"1","1","1"
"female","afam",1980 Q2,,"regular",,,,445,,,,444,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"11",,,,"31",,
"female","afam",1980 Q3,,"regular+aide","small",,,472,568,,,477,522,,,"free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"probation","level1",,,17,33,,,"afam","afam",,,"11","11",,,"14","19",
"female","afam",1980 Q3,"regular","regular","regular","regular+aide",461,516,559,614,536,484,550,655,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","level1","apprentice","level1","level2",24,1,12,14,"afam","cauc","afam","afam","11","11","11","11","22","22","22","22"
"male","cauc",1980 Q3,"regular",,,,427,,,,459,,,,"non-free",,,,"suburban",,,,"master+",,,,"level1",,,,13,,,,"cauc",,,,"22",,,,"51",,,
"male","afam",1979 Q3,,"regular","regular","regular",,482,545,599,,542,522,604,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","master","master",,"level1","level1","level1",,14,13,19,,"afam","cauc","afam",,"22","22","22",,"53","53","53"
"male","cauc",1979 Q4,"small","small","small","small",443,495,575,636,473,526,557,622,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","master","bachelor","master","master","level1","level3","level1","level1",7,19,17,17,"cauc","cauc","cauc","cauc","12","12","12","12","36","36","36","36"
"female","afam",1980 Q1,"regular+aide","regular","regular",,497,480,555,,547,507,596,,"free","free","free",,"inner-city","inner-city","inner-city",,"bachelor","master","bachelor",,"level1","probation","level1",,11,3,4,,"cauc","cauc","cauc",,"11","11","11",,"31","19","19",
"female","cauc",1982 Q1,,,,"regular",,,,616,,,,659,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,9,,,,"cauc",,,,"30",,,,"63"
"male","cauc",1979 Q3,,"regular+aide","regular+aide","regular+aide",,524,579,620,,557,574,599,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","master","master",,"apprentice","notladder","level1",,1,22,15,,"cauc","cauc","cauc",,"28","28","28",,"61","61","61"
"female","cauc",1980 Q3,,"regular+aide",,,,468,,,,505,,,,"non-free",,,,"suburban",,,,"master",,,,"level1",,,,6,,,,"cauc",,,,"25",,,,"58",,
"male","afam",1980 Q3,"small",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"apprentice",,,,1,,,,"afam",,,,"11",,,,"32",,,
"male","afam",1980 Q1,,,"regular","regular",,,,612,,,,614,,,"free","free",,,"suburban","suburban",,,"master","master",,,"level1","level1",,,13,26,,,"cauc","cauc",,,"11","11",,,"23","23"
"male","cauc",1979 Q3,"small","regular+aide","small","small",425,571,669,641,520,567,639,651,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level2","level1","apprentice",8,10,6,2,"cauc","cauc","cauc","cauc","40","1","40","40","76","1","77","77"
"female","cauc",1979 Q3,"small","small","small","small",408,457,523,,412,488,507,,"non-free","free","free","non-free","rural","rural","rural","rural","master","master","master","master","level1","level1","level1","level1",5,11,18,10,"cauc","cauc","cauc","cauc","12","12","12","12","35","35","35","35"
"male","afam",1978 Q4,,,"small","small",,,631,564,,,552,540,,,"free","free",,,"urban","urban",,,"master","master",,,"level1","level1",,,16,9,,,"cauc","cauc",,,"2","2",,,"2","2"
"female","cauc",1980 Q1,"regular+aide",,,,450,,,,513,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,7,,,,"cauc",,,,"22",,,,"54",,,
"female","cauc",1980 Q1,"regular+aide",,,,456,,,,520,,,,"free",,,,"rural",,,,"bachelor",,,,"level1",,,,14,,,,"cauc",,,,"37",,,,"73",,,
"female","afam",1978 Q4,,,,"regular+aide",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,30,,,,"afam",,,,"11",,,,"19"
"male","cauc",1979 Q4,"small","small","small","regular+aide",439,501,555,597,494,553,596,655,"free","free",,,"rural","rural","rural","rural","bachelor","bachelor","master","master","level1","level1","level1","level1",4,8,9,5,"cauc","cauc","cauc","cauc","10","10","10","10","13","13","13","13"
"male","cauc",1979 Q1,,,,"regular+aide",,,,661,,,,642,,,,"free",,,,"rural",,,,"bachelor",,,,"level2",,,,19,,,,"cauc",,,,"37",,,,"73"
"male","afam",1979 Q3,,"regular+aide",,,,442,,,,468,,,,"free",,,,"inner-city",,,,"master",,,,"level3",,,,24,,,,"afam",,,,"11",,,,"22",,
"male","cauc",1980 Q3,"regular+aide","regular","regular","regular",456,558,582,633,506,567,535,610,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor","level1","probation","level1","level1",17,0,8,22,"cauc","cauc","cauc","cauc","25","25","25","25","58","58","58","58"
"male","afam",1980 Q2,"small","small","regular+aide","regular",418,524,584,599,536,512,525,574,"non-free","free",,"free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","bachelor","probation","level1","level1","level1",9,6,11,20,"afam","afam","cauc","cauc","11","11","11","11","22","22","22","22"
"female","cauc",1980 Q1,"regular","regular+aide","regular+aide",,430,540,591,,478,529,587,,"non-free","non-free","non-free",,"rural","rural","suburban",,"master","master","bachelor",,"level1","level1","level1",,17,15,12,,"cauc","cauc","cauc",,"12","12","12",,"34","34","36",
"male","cauc",1980 Q1,,"regular","regular","regular",,629,650,675,,562,593,636,,"non-free","non-free","non-free",,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"probation","level1","level1",,0,8,22,,"cauc","cauc","cauc",,"25","25","25",,"58","58","58"
"male","cauc",1980 Q1,"small","small","small",,424,487,622,,478,495,545,,"non-free","free","free",,"rural","rural","rural",,"master","master","master",,"level1","level1","level1",,8,15,11,,"cauc","cauc","cauc",,"24","24","24",,"57","57","57",
"female","cauc",1979 Q1,"small","regular+aide",,,400,,,,500,,,,"free","free",,,"suburban","suburban",,,"bachelor","master",,,"level1","level1",,,11,29,,,"cauc","cauc",,,"28","4",,,"61","4",,
"male","cauc",1980 Q3,"small","small","small","small",424,468,564,604,459,502,559,601,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","master","master","level1","level1","level1","level2",15,11,14,10,"cauc","cauc","cauc","cauc","23","23","23","23","55","55","55","55"
"male","cauc",1980 Q2,"regular+aide","regular","regular","regular",410,499,608,620,478,542,572,582,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","bachelor","level1","probation","level1","level1",13,0,20,28,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"female","cauc",1979 Q4,,"small",,,,488,,,,562,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"notladder",,,,23,,,,"cauc",,,,"22",,,,"51",,
"male","cauc",1979 Q3,,"regular+aide","regular+aide","regular+aide",,629,618,629,,562,620,604,,"non-free","non-free","non-free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"level1","notladder","probation",,9,5,3,,"cauc","cauc","cauc",,"3","3","3",,"3","3","3"
"female","afam",1980 Q3,,,,"regular+aide",,,,572,,,,570,,,,"free",,,,"inner-city",,,,"master",,,,"level2",,,,13,,,,"afam",,,,"11",,,,"26"
"female","cauc",1979 Q3,,"regular","regular","regular",,490,527,577,,512,533,576,,"non-free","non-free","free",,"rural","rural","rural",,"bachelor","master","bachelor",,"apprentice","level1","probation",,1,12,3,,"cauc","cauc","cauc",,"16","16","16",,"40","40","40"
"female","afam",1979 Q2,,,"regular+aide","regular+aide",,,539,554,,,565,577,,,"free","free",,,"inner-city","inner-city",,,"master","master",,,"level1","notladder",,,25,25,,,"afam","cauc",,,"11","11",,,"15","15"
"female","afam",1980 Q3,"small","small","small","small",411,488,559,626,484,538,543,580,"free","free","free","free","inner-city","inner-city","inner-city","inner-city","bachelor","bachelor","bachelor","master","apprentice","level1","level1","level1",2,38,10,29,"afam","afam","afam","afam","11","11","11","11","16","16","16","16"
"male","cauc",1979 Q4,"small","small","small","small",425,558,627,639,484,557,596,626,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","bachelor","level1","level1","level1","apprentice",8,14,6,2,"cauc","cauc","cauc","cauc","40","40","40","40","76","77","77","77"
"male","afam",1977 Q4,,,,"small",,,,,,,,,,,,"free",,,,"inner-city",,,,"bachelor",,,,"probation",,,,2,,,,"afam",,,,"11",,,,"26"
"male","cauc",1979 Q4,"regular+aide","regular","regular","regular",495,629,709,661,559,612,674,691,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","bachelor","bachelor","master","level1","level1","notladder","level1",10,8,10,13,"cauc","cauc","afam","cauc","36","36","36","36","72","72","72","72"
"male","cauc",1980 Q1,"small","small","small","small",456,558,582,577,520,542,572,571,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","master","master","bachelor","level1","level3","level1","level3",4,26,9,23,"cauc","cauc","cauc","cauc","5","5","5","5","7","7","7","7"
"male","afam",1979 Q3,,,"regular",,,,514,,,,517,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,10,,,,"cauc",,,,"11",,,,"19",
"female","afam",1980 Q3,,"regular+aide","regular+aide","regular+aide",,463,514,564,,505,495,552,,"free","free",,,"suburban","suburban","suburban",,"bachelor","bachelor","bachelor",,"apprentice","notladder","level3",,2,7,17,,"afam","cauc","afam",,"18","18","18",,"44","44","44"
"male","cauc",1980 Q3,"small",,,,453,,,,513,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"probation",,,,0,,,,"cauc",,,,"18",,,,"43",,,
"male","cauc",1980 Q3,"regular+aide",,,,476,,,,520,,,,"non-free",,,,"suburban",,,,"bachelor",,,,"level1",,,,18,,,,"cauc",,,,"22",,,,"52",,,
"male","afam",1979 Q4,"regular+aide","regular+aide","regular","regular",437,519,611,599,494,535,565,570,"non-free","non-free","free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","master",,"apprentice","level1","notladder",0,2,3,14,"cauc","afam","afam","afam","18","18","18","18","44","44","44","44"
"female","afam",1980 Q1,,"regular","regular","regular",,579,631,622,,572,584,663,,"free","free","free",,"urban","urban","rural",,"bachelor","master","bachelor",,"level1","level1","level1",,11,15,15,,"cauc","cauc","cauc",,"6","6","6",,"9","9","8"
"female","afam",1979 Q1,,"small",,,,519,,,,488,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,3,,,,"afam",,,,"11",,,,"22",,
"male","afam",1980 Q2,"regular","regular","regular","regular",419,472,532,559,473,,517,556,"non-free","non-free","non-free","non-free","suburban","suburban","suburban","suburban","bachelor","bachelor","bachelor","bachelor",,"level1","notladder","level1",4,4,4,7,"cauc","cauc","afam","afam","11","11","11","11","20","20","20","20"
"female","afam",1979 Q4,"small",,,,428,,,,478,,,,"free",,,,"inner-city",,,,"master",,,,"level3",,,,12,,,,"cauc",,,,"11",,,,"15",,,
"male","afam",1980 Q3,,,,"small",,,,636,,,,655,,,,"free",,,,"inner-city",,,,"master",,,,"level1",,,,29,,,,"afam",,,,"11",,,,"16"
"male","cauc",1980 Q1,"regular+aide",,,,522,,,,459,,,,"non-free",,,,"rural",,,,"bachelor",,,,"level1",,,,5,,,,"cauc",,,,"31",,,,"64",,,
"female","cauc",1980 Q2,"small","small","small","small",472,604,669,665,500,553,563,604,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","master","master","bachelor","master","level1","level1","level1","level1",4,8,18,12,"cauc","cauc","cauc","cauc","30","30","30","30","63","63","63","63"
"female","afam",1980 Q2,,"regular","regular","regular",,459,523,590,,512,520,573,,"free","free","free",,"inner-city","inner-city","inner-city",,"master","master","bachelor",,"probation","level1","probation",,5,9,2,,"cauc","cauc","cauc",,"11","11","11",,"29","29","29"
"male","afam",1980 Q3,"small",,,,470,,,,513,,,,"free",,,,"inner-city",,,,"bachelor",,,,"level1",,,,3,,,,"afam",,,,"11",,,,"28",,,
"male","afam",1980 Q1,"small","small",,"regular+aide",443,548,,569,484,549,,540,"non-free","free",,"free","suburban","suburban",,"suburban","bachelor","master",,"master","level1","probation",,"level2",21,32,,28,"cauc","afam",,"cauc","11","11",,"11","20","20",,"20"
"male","cauc",1980 Q3,"regular+aide","regular+aide","regular+aide","regular+aide",453,604,659,728,506,592,721,774,"non-free","non-free","non-free","non-free","rural","rural","rural","rural","bachelor","bachelor","bachelor","bachelor","level1","level1","level1","level1",12,39,9,16,"cauc","cauc","cauc","cauc","9","9","9","9","12","12","12","12"
"male","afam",1980 Q1,"regular+aide","regular",,,,439,,,444,465,,,"free","free",,,"inner-city","inner-city",,,"bachelor","master",,,"level1","notladder",,,6,3,,,"afam","cauc",,,"11","11",,,"26","26",,
"female","cauc",1980 Q1,,,"regular+aide","regular+aide",,,,,,,,645,,,"free","free",,,"rural","rural",,,"master","specialist",,,"level1","level2",,,11,16,,,"cauc","cauc",,,"35","35",,,"70","70"
"male","afam",1980 Q3,,"small","small","regular",,629,571,618,,549,570,626,,"free","free","free",,"suburban","suburban","suburban",,"master","bachelor","master",,"probation","level1","level1",,32,7,19,,"afam","afam","afam",,"11","11","11",,"20","20","24"
"female","cauc",1980 Q3,,,,"regular+aide",,,,610,,,,554,,,,,,,,"rural",,,,"bachelor",,,,"level1",,,,7,,,,"cauc",,,,"24",,,,"57"
"female","cauc",1979 Q4,,"regular","regular","regular",,536,559,599,,529,556,608,,"free","free","free",,"rural","rural","rural",,"bachelor","bachelor","bachelor",,"probation","level1","level1",,0,6,8,,"cauc","cauc","cauc",,"40","40","40",,"77","77","77"
"male","cauc",1979 Q2,,"regular+aide","regular+aide","regular+aide",,564,637,661,,545,590,614,,"free","free","free",,"rural","rural","rural",,"master","bachelor","master",,"notladder","level1","level2",,20,11,13,,"cauc","cauc","cauc",,"3","3","3",,"3","3","3"
